id,name,rating,themes,keywords,involved_companies,first_release_year
22301,Super Mario 64 DS,80.8,"[""Action"", ""Sandbox""]","[""ghosts"", ""minigames"", ""shark"", ""gambling"", ""time manipulation"", ""rabbit"", ""flight"", ""action-adventure"", ""side-scrolling"", ""multiple protagonists"", ""snow"", ""high score"", ""wall jump"", ""swimming"", ""turtle"", ""snowman"", ""owl"", ""boss fight"", ""anthropomorphism"", ""world map"", ""minigame collection"", ""human"", ""party system"", ""touch controls"", ""virtual console"", ""launch titles"", ""non-player character"", ""sprinting mechanics"", ""ice stage"", ""falling damage"", ""treasure chest"", ""unstable platforms"", ""character growth"", ""downloadable content"", ""optional touch control"", ""walking through walls"", ""pack-in game"", ""violent plants"", ""floating island"", ""moving platforms"", ""recurring boss"", ""giant environment"", ""water level"", ""sleeping"", ""temporary invincibility"", ""donut block"", ""overweight character"", ""burning"", ""balance platforms"", ""sleeping enemies"", ""acrobatics"", ""poltergeist"", ""moat"", ""entering world in a painting"", ""interactive achievement awards 2005"", ""playable character - luigi"", ""yoshi as a playable character""]","[""Nintendo"", ""Nintendo EAD"", ""iQue""]",2004
2645,Animal Crossing: Wild World,78.4,"[""Business"", ""Sandbox"", ""Open world""]","[""life simulation"", ""character customization"", ""minigames"", ""shark"", ""guitar playing"", ""fishing"", ""horse"", ""frog"", ""cricket"", ""ufo"", ""chicken"", ""goat"", ""rabbit"", ""spaceship"", ""management"", ""skeleton"", ""farming"", ""bird"", ""online"", ""dialogue trees"", ""snow"", ""wolf"", ""easter egg"", ""capitalism"", ""dog"", ""fox"", ""billiards"", ""relaxing"", ""mining"", ""talking animals"", ""day/night cycle"", ""squirrel"", ""giraffe"", ""turtle"", ""snowman"", ""sheep"", ""anthropomorphism"", ""rhinoceros"", ""pig"", ""customizable characters"", ""gorilla"", ""cat"", ""cow"", ""polygonal 3d"", ""shopping"", ""bow and arrow"", ""hedgehog"", ""collectibles"", ""touch controls"", ""virtual console"", ""lion"", ""bull"", ""treasure chest"", ""alligator"", ""pick your gender"", ""black market"", ""holiday themes"", ""octopus"", ""nintendo wi-fi connection"", ""fake glitch"", ""tooltips"", ""randomly generated maps"", ""daily content"", ""never-ending"", ""gesture-based controls"", ""cockroach"", ""nameless protagonist"", ""restoration"", ""connectivity"", ""birthday acknowledgement"", ""persistent world"", ""real time game clock"", ""seasons"", ""fictional currencies"", ""boar"", ""3-d glasses"", ""dead multiplayer"", ""gibberish"", ""kangaroo"", ""tarantula"", ""friend codes"", ""interior design"", ""bees"", ""nintendo ds tag mode""]","[""Nintendo"", ""Nintendo EAD""]",2005
28559,Daigasso! Band Brothers,76.0,"[""Action""]","[""music and rhythm"", ""launch titles""]","[""Nintendo"", ""Nintendo SPD"", ""Nintendo R&D2""]",2004
57012,Etrian Odyssey Nexus,80.0,"[""Fantasy""]","[""character customization"", ""jrpg"", ""dungeon crawler"", ""roaming encounters"", ""turn-based combat"", ""player created party"", ""blobber""]","[""Atlus"", ""Atlus USA"", ""Sega Games""]",2018
9890,Phantasy Star Online Episode I & II,73.4,"[""Action"", ""Science fiction"", ""Sandbox""]","[""monsters"", ""magic"", ""death"", ""robots"", ""class-based"", ""artificial intelligence"", ""teleportation"", ""melee combat"", ""online multiplayer"", ""boss fight"", ""split-screen multiplayer"", ""customizable characters"", ""leveling up"", ""polygonal 3d"", ""upgradeable weapons"", ""loot gathering"", ""transforming boss"", ""non-player character"", ""real-time combat"", ""difficulty level"", ""griefing"", ""in-game e-mail"", ""connectivity"", ""persistent world"", ""online game""]","[""Sonic Team"", ""Sega""]",2002
1204,Tales of Symphonia,88.3,"[""Action"", ""Fantasy""]","[""anime"", ""magic"", ""manga"", ""jrpg"", ""block puzzle"", ""leveling up"", ""ice stage"", ""treasure chest"", ""potion"", ""bread"", ""women in refrigerators syndrome"", ""fast traveling"", ""warping"", ""gamecube""]","[""Bandai Namco Holdings"", ""Namco Tales Studio"", ""Nintendo"", ""Namco""]",2003
1034,The Legend of Zelda: Four Swords Adventures,70.6,"[""Action"", ""Fantasy""]","[""prequel"", ""archery"", ""hand-to-hand combat"", ""action-adventure"", ""fairy"", ""backtracking"", ""undead"", ""campaign"", ""princess"", ""local multiplayer"", ""silent protagonist"", ""sword & sorcery"", ""owl"", ""boss fight"", ""based on - comics"", ""bow and arrow"", ""damsel in distress"", ""collectibles"", ""disorientation zone"", ""4 player co-op"", ""young protagonist"", ""treasure chest"", ""potion"", ""melee"", ""real-time combat"", ""peripherals"", ""villain"", ""vore"", ""fetch quests"", ""competitive co-op"", ""griefing"", ""poisoning"", ""context sensitive"", ""connectivity"", ""plane shifting"", ""greatest hits"", ""damage over time"", ""buddy system"", ""nintendo gateway system"", ""bees"", ""player's choice""]","[""Nintendo"", ""Nintendo EAD Software Development Group No.3""]",2004
3462,Custom Robo,89.6,"[""Action"", ""Science fiction""]","[""polygonal 3d"", ""japan only"", ""retroachievements"", ""fan translation - english"", ""nintendo switch online - expansion pack"", ""nintendo 64 exclusive""]","[""Noise"", ""Nintendo""]",1999
3492,F-Zero GX,80.4,"[""Action"", ""Science fiction""]","[""aliens"", ""vehicular combat"", ""time limit"", ""artificial intelligence"", ""anti-gravity racing"", ""vehicle combat"", ""explosion"", ""split-screen multiplayer"", ""60 fps on consoles"", ""character select screen"", ""game title announcer"", ""polygonal 3d"", ""shopping"", ""licensed soundtrack"", ""original soundtrack release"", ""descendants of other characters"", ""octopus"", ""difficulty level"", ""rock music"", ""reptilian humanoid"", ""starting grid"", ""speedrun"", ""time trials"", ""future sport"", ""greatest hits"", ""on disc dlc"", ""futuristic game show"", ""retroachievements"", ""nintendo switch online - expansion pack"", ""player's choice""]","[""Amusement Vision"", ""Nintendo"", ""Sega""]",2003
134907,Super Monkey Ball,0,"[""Comedy"", ""Kids""]","[""kid friendly"", ""silly""]","[""Sega"", ""Other Ocean Interactive""]",2008
127953,The Lord of the Rings: The Third Age,0,"[""Fantasy""]","[""licensed game"", ""movie tie in""]","[""Electronic Arts"", ""Griptonite Games""]",2004
3680,Dance Dance Revolution Mario Mix,74.6,"[""Party""]","[""princess"", ""dancing"", ""high score"", ""turtle"", ""music and rhythm"", ""polygonal 3d"", ""difficulty level"", ""peripherals"", ""musical peripherals"", ""tentacles"", ""overweight character"", ""hammer bros."", ""j-pop"", ""whac-a-mole"", ""dance mat"", ""retroachievements""]","[""Nintendo"", ""Konami"", ""Nintendo SPD Production Group No. 2""]",2005
3384,Harvest Moon: A Wonderful Life,84.5,"[""Sandbox"", ""Open world"", ""Romance""]","[""minigames"", ""cooking"", ""management"", ""farming"", ""multiple endings"", ""mining"", ""day/night cycle"", ""unlockables"", ""resource gathering"", ""age progression"", ""nameless protagonist"", ""connectivity"", ""seasons"", ""greatest hits"", ""player's choice""]","[""Natsume Inc."", ""Marvelous Interactive"", ""Nintendo""]",2003
2777,Kirby Air Ride,78.5,"[""Fantasy""]","[""3d"", ""minigames"", ""flying"", ""time trial"", ""vehicle combat"", ""timer"", ""protagonist's name in the title"", ""minigame collection"", ""polygonal 3d"", ""combat racing"", ""in-game achievements"", ""development hell"", ""starting grid"", ""one-handed gameplay"", ""gliding"", ""time trials"", ""behind the waterfall"", ""greatest hits"", ""platform change"", ""kirby"", ""vehicles"", ""male protagonist"", ""retroachievements"", ""plant"", ""nintendo gateway system"", ""flowers"", ""player's choice"", ""plants""]","[""HAL Laboratory"", ""Nintendo""]",2003
1097,Donkey Kong Jungle Beat,67.7,"[""Action""]","[""combat"", ""pig"", ""panda"", ""underwater gameplay"", ""retroachievements"", ""dk bongos controller""]","[""Nintendo EAD Tokyo Software Development Group No.1"", ""Nintendo""]",2004
192194,Sonic Adventure 2: Battle,70.0,"[""Action""]",[],"[""Sonic Team USA"", ""Sega""]",2012
4156,Sonic Heroes,66.3,"[""Action""]","[""3d"", ""parkour"", ""robots"", ""rabbit"", ""multiple protagonists"", ""achievements"", ""amnesia"", ""high score"", ""3d platformer"", ""transformation"", ""explosion"", ""anthropomorphism"", ""bonus stage"", ""split-screen multiplayer"", ""60 fps on consoles"", ""voice acting"", ""protagonist's name in the title"", ""licensed soundtrack"", ""hedgehog"", ""multiple storylines"", ""collectibles"", ""original soundtrack release"", ""checkpoints"", ""rock music"", ""moving platforms"", ""clone"", ""temporary invincibility"", ""super speed"", ""spiky-haired protagonist"", ""teenager"", ""grind"", ""on-the-fly character switching"", ""greatest hits"", ""greek alphabet"", ""renderware"", ""motion-sensor bomb"", ""xbox 360 backwards compatibility"", ""sonic"", ""metal sonic"", ""shadow the hedgehog"", ""cream the rabbit"", ""retroachievements""]","[""Sega"", ""Sonic Team"", ""Sonic Team USA""]",2003
3865,Cubivore: Survival of the Fittest,79.0,"[""Action""]","[""evolution"", ""multiple endings"", ""day/night cycle"", ""single-player only"", ""anthropomorphism"", ""reincarnation""]","[""Saru Brunei"", ""Nintendo"", ""Atlus"", ""Intelligent Systems""]",2002
1712,"WarioWare, Inc.: Mega Party Games!",80.3,"[""Action"", ""Party""]","[""weird"", ""gamecube"", ""wario"", ""never re-released"", ""nintendo gateway system""]","[""Nintendo"", ""Nintendo R&D1""]",2003
4006,Metal Gear Solid: The Twin Snakes,83.3,"[""Action"", ""Stealth""]","[""kojima"", ""retroachievements""]","[""Silicon Knights"", ""Konami""]",2004
2928,Super Monkey Ball 2,74.4,"[""Action"", ""Party""]","[""gravity"", ""minigames"", ""bowling"", ""physics-based platformer"", ""instant replay"", ""time management"", ""timer"", ""bonus stage"", ""monkey"", ""split-screen multiplayer"", ""game critics awards"", ""minigame collection"", ""polygonal 3d"", ""floating island"", ""moving platforms"", ""leaderboard"", ""gliding"", ""product placement"", ""greatest hits"", ""marbles""]","[""Amusement Vision"", ""Sega""]",2002
2334,Mario Party 7,70.9,"[""Action"", ""Party""]","[""ghosts"", ""helicopter"", ""minigames"", ""gamecube microphone"", ""shark"", ""maze"", ""undead"", ""princess"", ""dice"", ""high score"", ""yoshi"", ""turtle"", ""monkey"", ""countdown timer"", ""spider"", ""playing cards"", ""character select screen"", ""minigame collection"", ""shopping"", ""unlockables"", ""bundled with peripherals"", ""starting grid"", ""in-game announcer"", ""overweight character"", ""button mashing"", ""italian accent"", ""wiggler"", ""gamecube microphone support"", ""multiple playable characters"", ""nintendo gateway system""]","[""Nintendo"", ""Hudson Soft""]",2005
1029,The Legend of Zelda: Ocarina of Time,91.7,"[""Action"", ""Fantasy"", ""Sandbox"", ""Open world""]","[""gravity"", ""time travel"", ""minigames"", ""prequel"", ""death"", ""elves"", ""horse"", ""archery"", ""chicken"", ""horse racing"", ""time manipulation"", ""action-adventure"", ""religion"", ""fairy"", ""parallel worlds"", ""backtracking"", ""apocalypse"", ""undead"", ""campaign"", ""princess"", ""dog"", ""sequel"", ""silent protagonist"", ""swimming"", ""day/night cycle"", ""sword & sorcery"", ""easy"", ""islam"", ""heroes"", ""owl"", ""horse riding"", ""boss fight"", ""block puzzle"", ""digital distribution"", ""single-player only"", ""countdown timer"", ""world map"", ""polygonal 3d"", ""bow and arrow"", ""damsel in distress"", ""game reference"", ""cameo appearance"", ""collectibles"", ""emulation"", ""disorientation zone"", ""descendants of other characters"", ""sprinting mechanics"", ""young protagonist"", ""ice stage"", ""falling damage"", ""character growth"", ""side quests"", ""auto-aim"", ""grapple"", ""real-time combat"", ""underwater gameplay"", ""a.i. companion"", ""walking through walls"", ""quicksaving"", ""mercenary"", ""coming of age"", ""sequence breaking"", ""british accent"", ""villain"", ""been here before"", ""water level"", ""invisible wall"", ""controversy"", ""plot twist"", ""boss assistance"", ""alternate reality"", ""teenager"", ""mirror mode"", ""androgyny"", ""animal cruelty"", ""cross-dressing"", ""women in refrigerators syndrome"", ""age progression"", ""resized enemy"", ""trail of death"", ""drawbridge"", ""time paradox"", ""fast traveling"", ""censored version"", ""context sensitive"", ""living inventory"", ""detective mode"", ""acrobatics"", ""contextual controller rumble"", ""timeskip"", ""strafe-jumping"", ""tragic hero"", ""retroactive achievements"", ""horse archery"", ""tiered exploration"", ""old-fashioned english"", ""damage over time"", ""bafta games award"", ""played for charity"", ""fake interactivity"", ""color cartridges"", ""male protagonist"", ""retroachievements"", ""wii virtual console"", ""wii u virtual console"", ""fan translation - portuguese"", ""fan translation - latin"", ""nintendo switch online - expansion pack"", ""nintendo gateway system"", ""nintendo 64 exclusive"", ""battery save"", ""media type - cartridge"", ""media type - digital file"", ""media - nintendo 64 game pak""]","[""Nintendo EAD"", ""Nintendo"", ""Gradiente"", ""iQue""]",1998
229177,Super Mario Sunshine,72.3,"[""Action"", ""Sandbox""]","[""never released outside of bundles""]","[""Nintendo EAD"", ""Nintendo"", ""Nintendo European Research & Development""]",2020
4232,Wave Race: Blue Storm,73.5,"[""Action""]","[""gravity"", ""sequel"", ""instant replay"", ""countdown timer"", ""voice acting"", ""launch titles"", ""unlockables"", ""commentary"", ""unlockable difficulty level"", ""starting grid"", ""nintendo gateway system""]","[""Nintendo Software Technology"", ""Nintendo"", ""Gradiente""]",2001
341259,Viewtiful Joe,0,"[""Action""]",[],"[""Clover Studio"", ""Capcom""]",2004
3985,Mario Power Tennis,73.7,"[""Action""]","[""ghosts"", ""minigames"", ""tennis"", ""coloring"", ""princess"", ""high score"", ""yoshi"", ""turtle"", ""polygonal 3d"", ""unlockables"", ""mascot sports"", ""overweight character"", ""reversible cover art"", ""wiggler"", ""tomboy"", ""nintendo gateway system""]","[""Nintendo"", ""Camelot Software Planning""]",2004
1700,Wario World,70.8,"[""Action"", ""Fantasy""]","[""brawler"", ""multiple endings"", ""high score"", ""boss fight"", ""protagonist's name in the title"", ""polygonal 3d"", ""collectibles"", ""arena combat"", ""moving platforms"", ""anti-hero"", ""wrestling moves in non-wrestling games"", ""overweight character"", ""connectivity"", ""greatest hits"", ""male protagonist"", ""nintendo gateway system""]","[""Treasure"", ""Nintendo""]",2003
28445,Namco Museum,79.0,"[""Action""]","[""ghosts"", ""maze"", ""compilation"", ""high score"", ""digital distribution"", ""platform exclusive"", ""playstation tv support"", ""vmu support""]","[""Namco Bandai America"", ""ITL"", ""Bandai Namco Studios""]",2017
4158,Sonic Riders,68.7,"[""Science fiction""]","[""modern warfare"", ""anime"", ""murder"", ""robots"", ""crossover"", ""espionage"", ""hacking"", ""capture the flag"", ""high score"", ""skateboarding"", ""one-man army"", ""death match"", ""anthropomorphism"", ""split-screen multiplayer"", ""modern military"", ""60 fps on consoles"", ""voice acting"", ""game title announcer"", ""polygonal 3d"", ""hedgehog"", ""mascot sports"", ""sprinting mechanics"", ""instant kill"", ""friendly fire"", ""respawning"", ""starting grid"", ""team deathmatch"", ""stealth kill"", ""spiky-haired protagonist"", ""rivalry"", ""grind"", ""on-site procurement"", ""moving bodies"", ""shadow stealth"", ""greatest hits"", ""xbox 360 backwards compatibility""]","[""NOW Production"", ""Sega"", ""Sonic Team""]",2006
